,id_lot,nb_piece,typologie,prix_tva_reduite,prix_tva_normale,prix_HT,prix_m2_HT,prix_m2_TTC,surface,etage,orientation,exterieur,balcony,garden,parking,nom_programme,ville,departement,date_fin_programme,adresse_entiere,promoteur,date_extraction
0,42_4_GardenCity-Inten'City_Bouygues,2.0,Appartement,,172500,143750.0,3347.69,4017.23,42.94,4,N,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
1,45_2_GardenCity-Inten'City_Bouygues,2.0,Appartement,,179500,149583.33,3267.44,3920.93,45.78,2,O,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
2,45_1_GardenCity-Inten'City_Bouygues,2.0,Appartement,,182500,152083.33,3337.36,4004.83,45.57,1,O,True,False,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
3,45_2__1_GardenCity-Inten'City_Bouygues,2.0,Appartement,,184500,153750.0,3373.93,4048.72,45.57,2,O,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
4,67_1_GardenCity-Inten'City_Bouygues,3.0,Appartement,,236500,197083.33,2905.55,3486.66,67.83,1,E,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
5,69_1_GardenCity-Inten'City_Bouygues,3.0,Appartement,,239500,199583.33,2869.23,3443.07,69.56,1,E,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
6,62_4_GardenCity-Inten'City_Bouygues,3.0,Appartement,,251500,209583.33,3345.84,4015.01,62.64,4,O,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
7,67_2_GardenCity-Inten'City_Bouygues,3.0,Appartement,,262500,218750.0,3224.97,3869.97,67.83,2,E,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
8,78_1_GardenCity-Inten'City_Bouygues,4.0,Appartement,,263500,219583.33,2796.88,3356.26,78.51,1,S,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
9,69_2_GardenCity-Inten'City_Bouygues,3.0,Appartement,,265500,221250.0,3180.71,3816.85,69.56,2,O,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
10,67_4_GardenCity-Inten'City_Bouygues,3.0,Appartement,,274500,228750.0,3406.05,4087.25,67.16,4,N,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
11,67_3_GardenCity-Inten'City_Bouygues,3.0,Appartement,,275500,229583.33,3384.69,4061.62,67.83,3,E,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
12,69_3_GardenCity-Inten'City_Bouygues,3.0,Appartement,,277500,231250.0,3348.05,4017.66,69.07,3,E,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
13,76_2_GardenCity-Inten'City_Bouygues,4.0,Appartement,,285500,237916.67,3128.84,3754.6,76.04,2,S,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
14,76_3_GardenCity-Inten'City_Bouygues,4.0,Appartement,,289500,241250.0,3172.67,3807.21,76.04,3,S,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
15,78_2_GardenCity-Inten'City_Bouygues,4.0,Appartement,,,,,,78.51,2,S,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
16,80_4_GardenCity-Inten'City_Bouygues,4.0,Appartement,,312500,260416.67,3220.19,3864.23,80.87,4,S,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
17,78_3_GardenCity-Inten'City_Bouygues,4.0,Appartement,,315500,262916.67,3348.83,4018.6,78.51,3,S,False,True,False,1.0,Garden City - Inten'City,Clermont-Ferrand,63.0,fevrier 2024,RUE CHAMPFLEURI 63100 Clermont-Ferrand,Bouygues,2021-11-08
18,96_1_L'Emblmatique-HTELDIEU_Bouygues,4.0,Appartement,,399500,332916.67,3453.85,4144.62,96.39,1,E,False,False,False,1.0,L'Emblmatique - HTEL DIEU,Clermont-Ferrand,63.0,mai 2022,Avenue Vercingétorix 63000 Clermont-Ferrand,Bouygues,2021-11-08
19,88_5_L'Emblmatique-HTELDIEU_Bouygues,4.0,Appartement,,453500,377916.67,4266.39,5119.67,88.58,5,SE,False,False,False,1.0,L'Emblmatique - HTEL DIEU,Clermont-Ferrand,63.0,mai 2022,Avenue Vercingétorix 63000 Clermont-Ferrand,Bouygues,2021-11-08
20,96_2_L'Emblmatique-HTELDIEU_Bouygues,4.0,Appartement,,458500,382083.33,3963.93,4756.72,96.39,2,E,False,False,False,1.0,L'Emblmatique - HTEL DIEU,Clermont-Ferrand,63.0,mai 2022,Avenue Vercingétorix 63000 Clermont-Ferrand,Bouygues,2021-11-08
21,96_4_L'Emblmatique-HTELDIEU_Bouygues,4.0,Appartement,,475500,396250.0,4110.9,4933.08,96.39,4,E,False,False,False,1.0,L'Emblmatique - HTEL DIEU,Clermont-Ferrand,63.0,mai 2022,Avenue Vercingétorix 63000 Clermont-Ferrand,Bouygues,2021-11-08
22,128_4_L'Emblmatique-HTELDIEU_Bouygues,4.0,Appartement,,619000,515833.33,3999.64,4799.57,128.97,4,SO,False,False,False,1.0,L'Emblmatique - HTEL DIEU,Clermont-Ferrand,63.0,mai 2022,Avenue Vercingétorix 63000 Clermont-Ferrand,Bouygues,2021-11-08
23,128_4__1_L'Emblmatique-HTELDIEU_Bouygues,4.0,Appartement,,651500,542916.67,4209.64,5051.56,128.97,4,SO,False,False,False,1.0,L'Emblmatique - HTEL DIEU,Clermont-Ferrand,63.0,mai 2022,Avenue Vercingétorix 63000 Clermont-Ferrand,Bouygues,2021-11-08
24,128_5_L'Emblmatique-HTELDIEU_Bouygues,4.0,Appartement,,671500,559583.33,4338.86,5206.64,128.97,5,SO,False,False,False,1.0,L'Emblmatique - HTEL DIEU,Clermont-Ferrand,63.0,mai 2022,Avenue Vercingétorix 63000 Clermont-Ferrand,Bouygues,2021-11-08
25,41_1_PrismeBtimentA_Bouygues,2.0,Appartement,139788,159000.56872037917,132500.47,3193.55,3832.26,41.49,1,N,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
26,44_1_PrismeBtimentA_Bouygues,2.0,Appartement,145942,166000.37914691944,138333.65,3128.31,3753.97,44.22,1,S,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
27,41_3_PrismeBtimentA_Bouygues,2.0,Appartement,148579,168999.8104265403,140833.18,3394.39,4073.27,41.49,3,N,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
28,46_0_PrismeBtimentA_Bouygues,2.0,Appartement,152096,173000.18957345973,144166.82,3086.42,3703.71,46.71,0,N,False,False,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
29,41_4_PrismeBtimentA_Bouygues,2.0,Appartement,152975,174000.0,145000.0,3494.82,4193.78,41.49,4,N,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
30,46_0__1_PrismeBtimentA_Bouygues,2.0,Appartement,153854,174999.8104265403,145833.18,3157.93,3789.52,46.18,0,Traversant,False,False,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
31,50_0_PrismeBtimentA_Bouygues,2.0,Appartement,159129,180999.8104265403,150833.18,2980.3,3576.36,50.61,0,N,False,False,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
32,41_5_PrismeBtimentA_Bouygues,2.0,Appartement,159129,180999.8104265403,150833.18,3635.41,4362.49,41.49,5,N,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
33,44_4_PrismeBtimentA_Bouygues,2.0,Appartement,160008,181999.62085308056,151666.35,3429.81,4115.78,44.22,4,S,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
34,44_5_PrismeBtimentA_Bouygues,2.0,Appartement,166163,189000.56872037917,157500.47,3561.75,4274.1,44.22,5,S,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
35,65_1_PrismeBtimentA_Bouygues,3.0,Appartement,180229,204999.8104265403,170833.18,2621.75,3146.1,65.16,1,N,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
36,65_2_PrismeBtimentA_Bouygues,3.0,Appartement,186383,211999.62085308056,176666.35,2711.27,3253.52,65.16,2,N,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
37,65_3_PrismeBtimentA_Bouygues,3.0,Appartement,191658,217999.62085308056,181666.35,2788.0,3345.6,65.16,3,N,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
38,65_4_PrismeBtimentA_Bouygues,3.0,Appartement,196933,223999.62085308056,186666.35,2864.74,3437.69,65.16,4,N,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
39,82_1_PrismeBtimentA_Bouygues,4.0,Appartement,216275,246000.0,205000.0,2494.83,2993.79,82.17,1,SE,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
40,82_1__1_PrismeBtimentA_Bouygues,4.0,Appartement,216275,246000.0,205000.0,2494.83,2993.79,82.17,1,Traversant,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
41,82_2_PrismeBtimentA_Bouygues,4.0,Appartement,223308,253999.6208530806,211666.35,2575.96,3091.15,82.17,2,SE,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
42,82_3_PrismeBtimentA_Bouygues,4.0,Appartement,227704,258999.8104265403,215833.18,2626.67,3152.0,82.17,3,SE,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
43,85_2_PrismeBtimentA_Bouygues,4.0,Appartement,228583,259999.6208530806,216666.35,2546.92,3056.3,85.07,2,Traversant,False,False,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
44,82_4_PrismeBtimentA_Bouygues,4.0,Appartement,232100,264000.0,220000.0,2677.38,3212.85,82.17,4,SE,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
45,85_3_PrismeBtimentA_Bouygues,4.0,Appartement,233858,265999.6208530806,221666.35,2605.69,3126.83,85.07,3,Traversant,False,False,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
46,85_4_PrismeBtimentA_Bouygues,4.0,Appartement,237375,270000.0,225000.0,2644.88,3173.86,85.07,4,Traversant,False,False,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
47,82_5_PrismeBtimentA_Bouygues,4.0,Appartement,240013,273000.56872037915,227500.47,2768.66,3322.39,82.17,5,SE,False,True,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
48,94_5_PrismeBtimentA_Bouygues,4.0,Appartement,294521,335000.18957345973,279166.82,2957.9,3549.48,94.38,5,Traversant,False,False,False,1.0,Prisme Btiment A,Clermont-Ferrand,63.0,mai 2024,131 B BOULEVARD LAFAYETTE 63000 Clermont-Ferrand,Bouygues,2021-11-08
49,27_6_LESTERRASSESDELHTEL-DIEU_Bouygues,1.0,Appartement,,155000,129166.67,4629.63,5555.56,27.9,6,N,False,False,False,0.0,LES TERRASSES DE L HTEL-DIEU,Clermont-Ferrand,63.0,novembre 2023,BOULEVARD CHARLES DE GAULLE 63000 Clermont-Ferrand,Bouygues,2021-11-08
50,100_LESTERRASSESDELHTEL-DIEU_Bouygues,4.0,Maison,,444000,370000.0,3670.63,4404.76,100.8,,S,True,False,False,1.0,LES TERRASSES DE L HTEL-DIEU,Clermont-Ferrand,63.0,novembre 2023,BOULEVARD CHARLES DE GAULLE 63000 Clermont-Ferrand,Bouygues,2021-11-08
51,96_LESTERRASSESDELHTEL-DIEU_Bouygues,4.0,Maison,,469000,390833.33,4037.53,4845.04,96.8,,SO,False,True,False,1.0,LES TERRASSES DE L HTEL-DIEU,Clermont-Ferrand,63.0,novembre 2023,BOULEVARD CHARLES DE GAULLE 63000 Clermont-Ferrand,Bouygues,2021-11-08
52,41_2_LesBucoliques_Bouygues,2.0,Appartement,122258,139061.23222748816,115884.36,2781.0,3337.2,41.67,2,NE,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
53,48_None_LesBucoliques_Bouygues,2.0,Maison,126567,143962.4644549763,119968.72,2456.36,2947.63,48.84,,NO,True,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
54,39_3_LesBucoliques_Bouygues,2.0,Appartement,133688,152062.18009478675,126718.48,3223.57,3868.28,39.31,3,NO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
55,48_LesBucoliques_Bouygues,2.0,Maison,,147000.0,122500.0,2508.19,3009.83,48.84,,NO,True,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
56,48__1_LesBucoliques_Bouygues,2.0,Maison,,149000.0,124166.67,2542.32,3050.78,48.84,,NO,True,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
57,41_2__1_LesBucoliques_Bouygues,2.0,Appartement,,150000.0,125000.0,3037.67,3645.2,41.15,2,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
58,64_1_LesBucoliques_Bouygues,3.0,Appartement,155667,177061.990521327,147551.66,2280.9,2737.08,64.69,1,NO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
59,62_1_LesBucoliques_Bouygues,3.0,Appartement,158392,180161.51658767773,150134.6,2396.78,2876.14,62.64,1,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
60,68_1_LesBucoliques_Bouygues,3.0,Appartement,165338,188062.18009478675,156718.48,2300.96,2761.15,68.11,1,NE,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
61,68_None_LesBucoliques_Bouygues,3.0,Maison,166217,189061.990521327,157551.66,2307.77,2769.33,68.27,,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
62,68_1__1_LesBucoliques_Bouygues,3.0,Appartement,167217,190199.43127962085,158499.53,2321.66,2785.99,68.27,1,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
63,64_2_LesBucoliques_Bouygues,3.0,Appartement,169733,193061.23222748816,160884.36,2487.01,2984.41,64.69,2,NO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
64,71_1_LesBucoliques_Bouygues,3.0,Appartement,171492,195061.990521327,162551.66,2270.27,2724.33,71.6,1,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
65,47_3_LesBucoliques_Bouygues,2.0,Appartement,,177000.0,147500.0,3103.96,3724.75,47.52,3,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
66,72_1_LesBucoliques_Bouygues,3.0,Appartement,180163,204924.7393364929,170770.62,2370.83,2844.99,72.03,1,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
67,72_1__1_LesBucoliques_Bouygues,3.0,Appartement,180163,204924.7393364929,170770.62,2370.83,2844.99,72.03,1,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
68,75_1_LesBucoliques_Bouygues,3.0,Appartement,186438,212062.18009478675,176718.48,2341.88,2810.26,75.46,1,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
69,72_2_LesBucoliques_Bouygues,3.0,Appartement,189954,216061.4218009479,180051.18,2499.67,2999.6,72.03,2,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
70,71_2_LesBucoliques_Bouygues,3.0,Appartement,197075,224161.1374407583,186800.95,2609.32,3131.18,71.59,2,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
71,72_1__2_LesBucoliques_Bouygues,3.0,Appartement,,202000.0,168333.33,2336.99,2804.39,72.03,1,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
72,62_3_LesBucoliques_Bouygues,3.0,Appartement,,206000.0,171666.67,2737.47,3284.96,62.71,3,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
73,61_2_LesBucoliques_Bouygues,3.0,Appartement,,212000.0,176666.67,2862.85,3435.42,61.71,2,NE,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
74,60_3_LesBucoliques_Bouygues,3.0,Appartement,,212000.0,176666.67,2909.05,3490.86,60.73,3,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
75,67_2_LesBucoliques_Bouygues,3.0,Appartement,,213000.0,177500.0,2619.93,3143.91,67.75,2,SE,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
76,59_3_LesBucoliques_Bouygues,3.0,Appartement,,217000.0,180833.33,3039.22,3647.06,59.5,3,O,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
77,72_2__1_LesBucoliques_Bouygues,3.0,Appartement,,221000.0,184166.67,2556.81,3068.17,72.03,2,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
78,81_1_LesBucoliques_Bouygues,4.0,Appartement,,226000.0,188333.33,2300.96,2761.15,81.85,1,NE,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
79,78_1_LesBucoliques_Bouygues,4.0,Appartement,,227000.0,189166.67,2425.21,2910.26,78.0,1,SE,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
80,75_2_LesBucoliques_Bouygues,3.0,Appartement,,229000.0,190833.33,2528.93,3034.72,75.46,2,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
81,71_LesBucoliques_Bouygues,3.0,Maison,,231000.0,192500.0,2688.92,3226.71,71.59,,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
82,72_LesBucoliques_Bouygues,3.0,Maison,,232000.0,193333.33,2684.07,3220.88,72.03,,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
83,72_3_LesBucoliques_Bouygues,3.0,Appartement,,232000.0,193333.33,2684.07,3220.88,72.03,3,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
84,82_LesBucoliques_Bouygues,4.0,Maison,,233000.0,194166.67,2344.44,2813.33,82.82,,SE,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
85,89_LesBucoliques_Bouygues,4.0,Maison,,239000.0,199166.67,2227.57,2673.08,89.41,,NO,True,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
86,75_3_LesBucoliques_Bouygues,3.0,Appartement,,239000.0,199166.67,2639.37,3167.24,75.46,3,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
87,88_1_LesBucoliques_Bouygues,4.0,Appartement,,239000.0,199166.67,2255.06,2706.07,88.32,1,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
88,89_1_LesBucoliques_Bouygues,4.0,Appartement,,240000.0,200000.0,2222.47,2666.96,89.99,1,NO,False,False,True,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
89,87_LesBucoliques_Bouygues,4.0,Maison,,240000.0,200000.0,2274.8,2729.75,87.92,,SO,False,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
90,89_1__1_LesBucoliques_Bouygues,4.0,Appartement,,250000.0,208333.33,2315.07,2778.09,89.99,1,NO,False,False,True,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
91,89_1__2_LesBucoliques_Bouygues,4.0,Appartement,,250000.0,208333.33,2315.07,2778.09,89.99,1,NO,False,False,True,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
92,89__1_LesBucoliques_Bouygues,4.0,Maison,,255000.0,212500.0,2376.69,2852.03,89.41,,NO,True,False,False,1.0,Les Bucoliques,Cournon-d'Auvergne,63.0,novembre 2023,RUE DE L'AMOURETTE 63800 Cournon-d'Auvergne,Bouygues,2021-11-08
